ID,作物名称,种质名称,科名,属名,种名或亚种名,来源地,原产国,原产省,原产地,资源类型,主要特性,生育周期,海拔,经度,纬度,鉴定试验地点,土壤类型,生态系统类型,年均温度,年均降雨量,抗旱性鉴定结果,保存单位,保存资源类型,保存方式,实物状态,共享方式,获取途径,联系方式
YAAS1053,油菜,花油5号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品种,,一年生,,,,云南,砂壤,旱地,,,苗期极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@488.com"
YAAS1054,油菜,花油6号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品种,,一年生,,,,云南,砂壤,旱地,,,苗期极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@489.com"
YAAS1055,油菜,花油7号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品种,,一年生,,,,云南,砂壤,旱地,,,苗期极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@490.com"
YAAS1056,油菜,花油8号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品种,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@491.com"
YAAS1057,油菜,花油9号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品种,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@492.com"
YAAS1058,油菜,云油杂2号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品种,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@493.com"
YAAS1059,油菜,云油杂10号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品种,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@494.com"
YAAS1060,油菜,云油双1号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品种,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@495.com"
YAAS1061,油菜,云油双2号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品种,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@496.com"
YAAS1062,油菜,早熟1号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品种,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@497.com"
YAAS1063,油菜,云花油23号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品种,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@498.com"
YAAS1064,油菜,094581-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品种,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 中等,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@499.com"
YAAS1065,油菜,094560-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 极强,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@500.com"
YAAS1066,油菜,094564-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 极强,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@501.com"
YAAS1067,油菜,12XS242-5-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 极强,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@502.com"
YAAS1068,油菜,12XS247-6,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 极强,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@503.com"
YAAS1069,油菜,12XS247-3-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 极强,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@504.com"
YAAS1070,油菜,12XS242-4-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@505.com"
YAAS1071,油菜,12XS247-6-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 中等,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@506.com"
YAAS1072,油菜,12XS247-8-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@507.com"
YAAS1073,油菜,12XS256-6-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 极强,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@508.com"
YAAS1074,油菜,12XS256-7-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 中等,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@509.com"
YAAS1075,油菜,12XS256-1-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 强,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@510.com"
YAAS1076,油菜,12XS256-2-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 中等,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@511.com"
YAAS1077,油菜,12XS256-3-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 中等,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@512.com"
YAAS1078,油菜,12XS265-7-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 中等,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@513.com"
YAAS1079,油菜,12XS265-9-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 强,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@514.com"
YAAS1080,油菜,12XS274-3-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@515.com"
YAAS1081,油菜,12XS282-1-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@516.com"
YAAS1082,油菜,12XS282-2-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 中等,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@517.com"
YAAS1083,油菜,12XS282-3-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@518.com"
YAAS1084,油菜,12XS242-5-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@519.com"
YAAS1085,油菜,12XS247-9-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@520.com"
YAAS1086,油菜,12XS256-4-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 强,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@521.com"
YAAS1087,油菜,12XS256-5-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 强,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@522.com"
YAAS1088,油菜,12XS256-8-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 中等,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@523.com"
YAAS1089,油菜,12XS256-9-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@524.com"
YAAS1090,油菜,12XS265-2-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@525.com"
YAAS1091,油菜,12XS265-4-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@526.com"
YAAS1092,油菜,12XS265-5-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@527.com"
YAAS1093,油菜,12XF161,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@528.com"
YAAS1094,油菜,12NF214-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@529.com"
YAAS1095,油菜,11XF304-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@530.com"
YAAS1096,油菜,2012DF041,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,苗期苗期 弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@531.com"
YAAS1097,油菜,094530-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期极强,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@532.com"
YAAS1098,油菜,094531-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@533.com"
YAAS1099,油菜,094532-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@534.com"
YAAS1100,油菜,094535-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期中等,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@535.com"
YAAS1101,油菜,094536-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期中等,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@536.com"
YAAS1102,油菜,094538-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期极强,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@537.com"
YAAS1103,油菜,094543-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期极强,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@538.com"
YAAS1104,油菜,094546-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@539.com"
YAAS1105,油菜,094547-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@540.com"
YAAS1106,油菜,094553-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@541.com"
YAAS1107,油菜,094565-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@542.com"
YAAS1108,油菜,094573-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期中等,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@543.com"
YAAS1109,油菜,094576-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@544.com"
YAAS1110,油菜,094577-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@545.com"
YAAS1111,油菜,094582-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@546.com"
YAAS1112,油菜,094589-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@547.com"
YAAS1113,油菜,094599,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@548.com"
YAAS1114,油菜,12XS242-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@549.com"
YAAS1115,油菜,12XS242-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@550.com"
YAAS1116,油菜,12XS242-3-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@551.com"
YAAS1117,油菜,12XS247-1-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@552.com"
YAAS1118,油菜,12XS247-2-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@553.com"
YAAS1119,油菜,12XS247-4-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@554.com"
YAAS1120,油菜,12XS247-5-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@555.com"
YAAS1121,油菜,12XS247-7-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@556.com"
YAAS1122,油菜,12XS265-1-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@557.com"
YAAS1123,油菜,12XS265-3-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,云南,中国,云南,昆明,品系,,一年生,,,,云南,砂壤,旱地,,,薹花期极弱,云南省农业科学院经济作物研究所,种子,库,好,合作研究,现场获取,"原小燕，云南省农科院经作所，650205,65893842，yuanxiaoyan69604@558.com"
